"","id","Sexo","AEO01","AEO02","AEO03","AEO04","AEO05","AEO06","ACSF01","ACSF02","ACSF03","ACSF04","ACSF05","ACSF06","ACSF07","ACSF08","ACSF09","ACSF10","ACSF11","ACSF12","ACSF13","ACP01","ACP02","ACP03","ACP04","ACP05","ACP06","ACP07","ACP08","ACP09","ACP10","ACP11","ACP12","ACP13","ACP14","PPC01","PPC02","PPC03","PPC04","PPC05","PPC06","PPC07","PPC08","PPC09","PPC10","PPC11","PPC12","PPC13","PPC14","PPC15","PPC16","PPC17","PPC18","PPC19","EEC01","EEC02","EEC03","EEC04","EEC05","EEC06","EEC07","EEC08","EEC09","AEO","MP","MF","AG","DV","ACP","AUTEN","BALAN","CRESC","EEC"
"104",104,1,2,2,2,3,3,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,5,5,5,5,1,1,5,5,5,5,3,4,2,4,4,5,5,2,3.99601593625498,1,1,5,1,1,1,1,-1.04639019102559,-1.61121472959993,-1.16026821702146,-2.44312111540837,-1.35898799497951,-2.54740783523109,0.0618452172227668,-0.183583514003016,0.343407621089365,-1.53048190166693
"105",105,2,4,4,4,4,4,4,5,4,4,5,4,5,4,5,4,4,5,4,5,5,5,5,5,5,5,5,4,5,4,4,4,4,4,3,3,3,4,5,5,3,4,5,4,3,3,3,4,5,4,3,3,3,5,5,5,5,3,4,5,3,4,-0.205263469852318,0.485274304850676,0.791296202126721,1.10741944183834,0.442314780106767,0.993001736082414,-0.3863529032074,-0.163046910804218,-0.247578914545315,0.592976362366253
"106",106,1,2,4,4,5,2,3,5,5,1,1,5,2,1,5,5,5,5,5,5,3,5,5,5,5,5,4,3,4,4,4,4,3,4,5,4,4,3,4,4,5,5,4,3,4,5,4,5,3,5,3,5,4,4,4,3,4,4,4,3,4,4,-0.530164091369735,-0.632696700128295,1.36533774062159,0.797687358189259,0.221778153883167,0.609190553805563,-0.243880448442764,-0.0389073106590125,0.0472907705675778,-0.104351709794442
"107",107,1,5,4,5,5,5,5,5,5,1,1,1,5,3.04029304029304,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,5,5,5,5,5,4,5,5,5,5,2,5,5,5,2,5,5,3,5,3.95061728395062,3,5,5,5,5,5,5,5,0.695650346098291,-0.624987009545583,1.36509299032393,0.874495405749064,0.073431211427071,0.551472675184915,0.649894524612684,0.0236118638809632,0.92197620954514,0.4344379715397
"108",108,2,5,5,4,5,4,5,5,5,1,1,1,5,1,5,5,1,5,1,1,3,5,1,5,5,5,1,5,1,5,5,1,5,1,5,5,5,5,1,5,5,5,3,5,5,5,4,5,5,4,4,4,5,5,5,4,5,3,3,5,4,3,0.491287474942715,-0.741972406788473,-0.386466292967956,0.0110279772392189,-0.319198948400489,0.0580349115637773,0.256962967076369,0.517409103076052,0.295321816918011,0.268751732234592
"109",109,1,4,5,4,5,4,5,5,4,4,5,4,4,5,5,2,2,3,2,1,5,4,5,4,4,5,3.46666666666667,5,4,4,4,4,3,4,4,4,5,3,4,5,4,5,4,5,2,3,4,4,2,1,5,4,4,5,5,5,5,4,3,4,5,4,0.319850703888399,0.325860923728222,-0.395568814724116,-0.261496698649704,-0.0609921710935143,-0.288403732125909,-0.0325546154605535,-0.195101597016736,-0.00261277477322991,0.630758748995533
"110",110,1,5,5,4,2,5,5,5,3,2,2,2,2,1,3,1,4,2,4,5,4,3,3,2,3,3,3,3,1,2,4,4,5,3,3,5,5,3.7109375,5,3,4,5,5,5,4,5,5,5,5,3,5,3,5,5,5,5,5,5,2,5,5,5,0.341585616114363,-0.904900104429673,0.35505356301475,-1.17545800010455,-0.629596432298843,-1.09203043730205,0.443985953117945,0.221184850478224,0.821281840305615,0.977384308803602
"111",111,1,5,5,5,5,5,4,5,4,4,4,4,4,4,5,1,3,2,1,1,5,5,5,5,5,5,3.46666666666667,5,5,3,4,5,5,5,5,5,5,5,5,5,2,3,5,5,3,5,2,5,5,1,5,5,5,4,4,4,4,4,4,4,4,4,0.596062427688803,0.113413956872352,-0.576553703856434,0.873625478772667,0.527055154108153,0.951242564662763,0.469125573774122,0.256473636347204,0.715062206721015,0.0505108604766744
"112",112,2,5,4,4,5,4.04895104895105,4,1,1,5,1,5,5,5,1,5,5,5,1,1,5,5,5,5,5,5,5,1,5,5,5,5,5,5,4,5,5,5,2,5,5,5,4,5,4,4,4,3,4,2,5,5,1,5,3.99601593625498,5,5,4,2,2,1,2,0.122389598358198,0.242848114085896,0.0480101616576144,1.38672156579444,0.829585232215433,1.50793358519652,0.0186061845537976,0.308675936806194,0.03183395817185,-0.237531157476284
"113",113,2,5,4,2,4,2,4,5,5,1,3,5,5,3,3,3,4,4,4,3,2,5,5,5,5,5,3,1,3,4,4,5,5,1,5,5,3,5,3,5,5,5,2,5,2,2,4,3,5,4,5,4,4,1,3,4,2,2,2,2,1,3,-0.480439950157078,-0.0694988527872999,0.423614038967671,0.539921918849439,0.0636898739240189,0.602783847854164,0.0428971158518607,0.17990274607425,-0.521029139412223,-1.27459394016957
"114",114,2,4,5,4,5,5,5,5,5,4,4,4,4,4,4,4,1,1,2,1,4,5,4,5,5,4,4,4,4,4,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,4,3,4,4,4,4,4,5,4,5,0.469751875480702,0.012563553316487,-0.821276442733134,0.35347342432446,0.235754907215498,0.419093011314337,0.503821664973036,0.565702844700046,0.535128846461508,0.0218072975494324
"115",115,1,4,5,5,5,4,5,5,5,1,5,5,5,5,5,5,5,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,5,5,5,5,4,3,5,5,5,4,5,5,3,5,3,4,4,5,5,5,5,5,5,0.549827271310241,0.584885756049466,0.766888814691811,0.841435408563933,0.653488710298154,0.998094933103332,0.169922324420209,0.0736976044958279,0.640214047641902,0.381312075800781
"116",116,1,3,3,3,4,4,4,3,4,4,2,3,3,3,4,4,3,4,3,3,3,4,5,4,4,3,3,2,3,4,3,2,2,3,4,3,3,2,2,3,3,4,4,3,3,2,3,2,3,5,3,4,4,4,3,3,4,3,2,3,2,2,-0.54440185386154,-0.458939341477798,0.241454450285324,-0.690857360569141,-0.435833121028362,-0.754521147058592,-0.670857682365303,-0.58184444657374,-0.73300214016374,-0.697941436717827
"117",117,2,5,5,4,3,3,4,3,3,4,3,3,4,2,5,3,3,4,1,4,3,2,1,3,1,2,3.46666666666667,1,3,4,2,4,2,5,5,5,2,5,5,4,5,4,3,3,5,3,5,2,2,3,5,3,3,4,4,4,4,4,3,4,4,4,-0.0735877309322742,-0.246255249900276,-0.0241625410792801,-1.47688982908889,-0.58136703919854,-1.4990251577186,-0.266701442135297,-0.311822683400972,-0.655826397826049,-0.0305569689294233
"118",118,1,4,4,4,3,4,4,4,2,4,4,3,2,3,4,4,4,3,3,4,4,4,4,4,4,4,4,1,4,5,5,5,4,5,5,5,3,4,4,5,4,5,2,3,4,4,4,4,4,2,5,5,3,3,3,2,2,4,2,2,3,1,-0.271835260128345,-0.401073558240983,0.206263136013818,-0.387224648818067,0.133903922884058,-0.32628571269568,-0.267749140220694,0.122439533617428,-0.470380120915398,-1.1948184054715
"119",119,1,4,4,5,5,4.04895104895105,5,5,5,3,2,1,4,1,5,5,1,3.13503649635036,2.8974358974359,3,3,5,3,5,5,5,3,5,3,5,5,5,5,5,5,5,4.13178294573643,3.7109375,3.94117647058824,5,5,4,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,3,5,1,5,5,0.415910557382355,-0.646853292116405,-0.15476962360215,0.431201493483696,0.236978426327827,0.502754295049143,0.399112272476683,0.21857923875474,0.659051592984622,0.730379033448857
"120",120,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,3,4,5,5,3,3,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,2,3,5,5,5,5,5,5,5,5,5,5,5,0.982071789246646,1.16711298166597,1.30986443697008,0.188149985187709,0.101061564524049,0.157624751326808,0.664824315596204,0.741427096057835,1.03246936930328,1.47971814783646
"121",121,2,4,4,3,5,4,2,4,3,4,5,5,5,4,3,3,3,2,3,2,4,3,3,4,4,5,3,3,3,4,5,3,5,4,3,4,4,4,3,2,5,5,5,5,5,5,4,4,5,4,4,3,4,4,5,5,4,4,5,3,4,4,-0.494616794193571,0.559267462336333,-0.104593339293106,-0.539538937270813,-0.191044244170232,-0.444988978048832,-0.00224808987224319,0.143001947333105,0.240282604210388,0.319753950881936
"122",122,2,5,2,4,5,5,4,5,4,1,3,5,5,1,5,3,2,1,1,1,5,5,1,5,5,5,3,5,1,1,5,2,2,1,5,5,5,4,2,5,5,5,4,4,2,3,1,5,4,5,5,1,1,4,3,5,5,3,1,1,1,5,0.00800350342999156,0.0235130856346151,-0.910699937015362,0.141520326459236,-0.240918363755077,0.015992591511276,-0.202936030919606,-0.205493323633306,-0.0823341393315015,-0.31937139937806
"123",123,1,2,2,4,5,4,4,5,1,1,1,5,5,5,5,5,1,1,1,1,5,1,1,1,1,5,1,5,1,1,5,5,5,5,3,5,2,2,4,2,5,2,3,4,3,2,3,3,3,2,4,3,4,5,5,5,5,4,3,4,4,3,-0.413848822282833,0.114986600628174,-1.21418356906326,-1.51972612926847,-0.494715844052104,-1.37798434641287,-0.391673959878126,-0.753698185454926,-0.809514008263862,0.406909454168322
"124",124,1,4,4,4,5,5,4,5,5,5,1,1,5,1,5,5,1,1,1,1,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,4,3,4,5,4,5,5,5,3,3,3,4,5,4,2,1,2,0.0465104950639539,-0.32967387672801,-1.20008408847665,0.975872993926911,0.239579293842479,0.9619240113719,0.569259713467359,0.797447629806562,0.254974053632049,-0.739883272617768
"125",125,1,2,1,3,4,2,2,5,5,5,1,5,5,5,5,4,5,5,5,1,5,5,3.41044776119403,4,5,5,3,1,5,3,4,1,4,3,5,5,3,5,4,5,5,5,4,5,3,4,5,4,5,2,4,5,1,4,5,5,5,5,5,5,4,4,-1.10714419631234,0.498921895205716,0.76870495833149,0.154180970756456,0.0752070614921466,0.167611645302224,0.105002606929621,0.439490331448704,0.0294316075852578,0.751533366485162
"126",126,1,5,3,4,5,5,3,5,5,1,1,1,5,1,5,5,1,5,1,5,1,5,5,1,5,5,1,5,5,1,1,5,5,5,2,3,5,5,5,5,5,5,5,5,5,3,4,4,5,5,4,5,5,1,5,3,2,4,5,5,4,5,-0.0990717502590534,-0.749535088104939,0.0204695691616876,-0.0650806608732583,0.0784475953850084,0.00859507853244213,0.233174966735727,0.705045309541947,0.366344938028575,-0.301956615867885
"127",127,2,5,4,3,4,5,5,1,5,5,5,1,5,5,5,5,1,1,5,5,1,5,1,1,5,5,1,5,1,1,5,5,5,1,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,4,4,5,3,0.0997858847461343,0.348528266471436,0.091494676381005,-0.398986411335027,-0.267509248811226,-0.280400421402504,0.528720716421341,0.849133326155194,0.750531114515758,-0.698378159248975
"128",128,2,4,5,5,5,5,5,5,5,5,3,3,4,5,4,4,3,4,3,4,4,5,4,4,5,5,5,5,4,5,5,4,4,5,5,5,5,5,4,5,5,5,5,3,3,3,5,5,3,1,3,3,3,3,4,4,3,3,3,4,3,3,0.725630643242727,-0.107613864870466,0.293104995728003,0.521988667346544,0.291983780035864,0.503455158701458,-0.165320223704229,-0.0354117904702749,0.230644415708687,-0.586929061129568
"129",129,1,4,4,4,3,4,3,2,5,4,5,4,4,3,3,3,1,3,2,1,3,4,1,3,4,4,3.46666666666667,5,3,3,4,3,4,4,5,3,4,4,3,3,2,5,4,4,2,3,1,4,4,2,2,3,4,4,4,4,4,5,4,3,3,3,-0.423525717818062,0.043402860799666,-0.533623517032792,-0.773864179583536,-0.34190114506361,-0.737030536838899,-0.468882723704432,-0.290860536222345,-0.406017236751619,-0.135092104142374
"130",130,1,5,4,3,5,4,5,4,3,1,1,3,5,1,5,4,3,5,2,5,5,5,2,5,5,5,4,5,3,5,5,5,3,5,5,4,4,5,5,4,5,2,3,4,4,5,5,5,4,2,3,3,5,3,4,2,4,5,4,5,1,5,0.106746013125866,-0.517776218461224,0.386098458011769,0.571376348396125,0.27718895931839,0.461583706803472,-0.106608909970312,-0.31628805353134,-0.0524498503453394,-0.210548778540144
"131",131,1,5,4,4,5,3,4,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,5,5,5,5,5,1,1,1,5,5,5,4,5,3,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,1,2,2,1,1,1,1,2,1,-0.0322701649125523,1.22907677762974,-0.594855861251253,0.774158034743285,-0.10052479320909,0.657681319916397,0.503671015618964,0.828681716843423,0.658539586136686,-1.90479128941706
"132",132,1,5,5,5,5,4,4,5,3,1,4,1,3,2,5,3,2,4,3,1,3,5,5,5,5,5,5,5,4,3,5,5,5,2,5,5,5,5,3,3,3,5,3.92248062015504,4,4,5,4,1,5,3,4,5,4,3,3,4,5,5,5,5,5,5,0.439585885134801,-0.650047162863481,-0.0310623125899981,1.1421334630775,0.493489822831764,1.27719387659265,-0.188796765912412,0.283913925977681,-0.177258758474106,0.172452752305575
"133",133,1,5,4,4,5,4,5,5,4,3,3,5,5,4,4,3,2,3,4,4,5,1,3,2,1,1,3.46666666666667,5,4,4,4,5,5,5,4,5,4,4,5,5,5,5,4,4,4,4,5,4,5,2,4,4,4,4,4,4,4,3,3,5,5,5,0.296072302678836,0.174882441254105,0.155839135351265,-1.52807650715342,-0.280812160571226,-1.34400424961109,-0.0376523672939763,0.25101778653776,0.00893919183479923,0.137802700040823
"134",134,2,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,0.982071789246646,0.77493822470927,1.32175364948102,1.38672156579444,0.829585232215433,1.50793358519652,0.876577589435762,0.740637584773682,1.17420339410793,1.47971814783646
"135",135,2,4,4,4,4,4,4,3,5,3,4,5,5,3,3,3,3,3,4,5,5,4,3,5,3,3,3,4,3,4,4,4,4,4,3,5,3,4,5,4,3,5,3,5,4,4,5,3,4,2,4,5,4,4,4,3,5,5,5,5,3,3,-0.205263469852318,0.197633477269459,0.364035515090742,-0.760612647141777,-0.315956090544039,-0.733773240091461,-0.0480059045497368,0.100714729754129,-0.328851471193726,0.113369396615228
"136",136,2,5,5,5,5,4,5,4,4,4,4,4,4,4,4,3,2,2,2,2,4,4,4,4,4,4,3.46666666666667,4,4,4,4,4,4,4,5,5,4,3,4,5,3,4,4,5,4,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,0.760525431920095,0.00609952376470133,-0.368372729379388,-0.513346645674183,-0.128235352612949,-0.473453465123635,-0.0369976169507172,-0.16755061495314,-0.250199589198093,0.0505108604766744
"137",137,1,3,4,3,3,3,4,4,3,2,2,4,3,3,4,4,2,1,3,5,5,5,2,4,4,4,2,4,4,1,1,2,3,4,2,5,3,3,3,5,4,5,4,4,4,4,2,3,4,3,3,3,3,5,5,5,5,3,4,3,3,4,-0.587628000370308,-0.430916563913615,-0.0726840788645145,-0.575857688821266,-0.349311691012602,-0.638680556540437,-0.407176364091112,-0.138329963526346,-0.430509256967426,0.412132524614735
"138",138,2,5,5,5,3,5,5,5,1,1,1,1,2,5,5,5,1,1,1,5,5,5,1,5,5,5,5,5,1,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,4,4,4,3,4,5,2,1,0.626755852608421,-0.971810995535329,-0.609862061869008,0.558612001013883,0.116827006842932,0.318372315442234,0.84463581048558,0.98489083216854,0.952330938910516,-0.152388068023962
"139",139,1,4,5,3,4,4,3,4,4,1,1,3,2,1,3,4,1,4,3,4,5,5,3,3,2,2,3,5,2,5,5,5,2,3,1,4,5,5,4,4,4,5,2,4,5,3,4,4,4,4,4,5,5,5,5,4,4,4,4,1,4,2,-0.365746825631266,-1.1236357417285,0.104228083284012,-0.974774436353575,-0.289419101927693,-0.973848010372611,-0.275411316293059,0.185875350659581,-0.346805181297019,-0.0399306197497718
"140",140,1,5,5,5,5,5,5,4.39272727272727,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,1,5,5,3,5,2,2,3,5,5,5,5,2,5,5,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,0.982071789246646,1.16711298166597,1.30986443697008,1.38672156579444,0.829585232215433,1.02577392934248,0.149735997390167,-0.163438195087883,0.37048236170503,1.47971814783646
"141",141,1,4,5,2,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,5,5,1,5,5,5,1,5,5,1,5,5,5,1,5,5,5,2,4,1,5,2,2,5,1,5,1,4,5,1,5,1,5,4,4,5,5,4,5,3,3,1,0.144029480593851,1.25111652344637,-1.25094978160932,0.286333606827607,0.368007134198247,0.481545476876643,0.157868842116748,-0.653887280833953,-0.148869837203133,0.0113680651990622
"142",142,2,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,3.46666666666667,5,1,5,1,1,1,5,3,5,5,5,4,5,5,4.15891472868217,5,5,5,4,5,5,5,1,5,5,4,5,5,5,5,5,5,5,5,4,0.134891396194495,1.18619769431743,0.711359124385121,0.12493027948067,-0.460112192444811,-0.166691044312038,0.367029609139225,0.518977051357152,0.639400837599648,1.14048540464373
"143",143,1,3,4,3,4,5,5,4,4,5,5,5,5,5,4,4,1,3,1,1,5,4,3,4,4,4,3,4,5,5,4,3,3,4,4,4,4,4,3,5,5,4,4,3,4,4,4,4,3,2.77131782945736,4,3,2,5,5,4,4,4,3,3,4,3,-0.1344669006004,0.968502457500184,-0.792802040353796,-0.595361132737929,-0.057311345194759,-0.58128070243533,-0.453451816567447,-0.300092095984385,-0.263927776823152,0.018779362982595
"144",144,2,4,5,5,5,5,5,5,5,5,1,5,5,5,5,1,4,3,2,3,5,5,4,5,5,4,5,3,4,4,5,5,5,4,3,5,5,4,4,5,5,5,2,5,1,2,5,3,5,2,3,4,5,3.95061728395062,3.99601593625498,4.17391304347826,3.97637795275591,4.05905511811024,3.43478260869565,3.62549800796813,3.4703557312253,3.78346456692913,0.725630643242727,0.515292007015399,-0.0459058877310987,0.501296627459492,0.346959848365387,0.622268069972062,0.0298342094017999,0.0660808502344977,-0.326183793861243,-0.294309109579026
"145",145,1,4,4,4,5,5,5,5,3,5,5,3,3,3,5,2,1,2,3,4,3,4,4,4,4,4,3.46666666666667,5,4,4,5,4,4,3,4,5,3,4,5,3,5,5,5,5,5,5,5,5,5,1,4,2,5,3,3,2,2,4,3,2,3,3,0.280423402052858,0.0365681463858309,-0.173423268049611,-0.492230883395097,-0.0547392192421737,-0.425014907733241,0.384037640114634,0.234000959238146,0.524416924751735,-1.04106580951341
"146",146,1,5,5,5,5,4,4,4,4,4,4,4,4,3,4,3,2,4,2,3,4,4,4,4,4,5,3.46666666666667,4,3,3,4,5,5,5,2,4,4,3,4,4,3,4,3,4,2,4,4,3,4,2,4,3,3,4,4,4,4,3,1,3,2,4,0.439585885134801,-0.0517235393147336,-0.0440489095928512,-0.324683118085394,-0.0762155803219587,-0.255886299171889,-0.483448467585765,-0.489868607380287,-0.550945812945334,-0.33368616298824
"147",147,1,2,1,2,3,5,2,5,5,5,1,5,5,5,1,5,1,1,1,5,5,5,1,5,5,5,5,5,5,5,5,5,5,1,5,5,2,5,4,3,5,3,2,4,1,4,1,2,4,3,4,5,5,4,4,3,4,5,5,3,1,1,-1.06014519165379,0.255381958789093,-0.635844676260064,0.764274826417469,0.515127571479519,0.998094933103332,-0.218783684687354,-0.354677882512274,-0.816092665581076,-0.348192189559122
"148",148,1,1,5,5,5,5,5,5,1,1,1,1,2,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1,1,1,5,1,5,5,5,1,1,5,1,5,1,5,1,1,0.367663081789131,-1.68693371474656,1.39894291435791,1.38672156579444,0.829585232215433,1.50793358519652,0.281650219904343,0.668431185355541,-0.0521532745631286,-1.33620578304821
"149",149,2,5,5,5,5,5,5,5,3,2,3,2,4,2,4.27007299270073,4,2,4,3,3,4,5,4,5,5,4,5,5,5,4,3,5,5,5,4,3,4,4,4,3,4,3,3,3,5,4,4,3,4,4,5,5,5,5,5,4,5,4,4,4,5,5,0.982071789246646,-0.507758465943424,0.143692904264645,0.493660673249436,0.3288044488667,0.567340359924068,-0.351629099049322,-0.199256189345821,-0.465584595015861,0.674978059305126
"150",150,1,4,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,4,1,5,5,4,5,5,5,3,1,3,5,5,1,5,5,5,5,5,5,3,4,5,5,5,5,4,5,5,5,5,1,4,4,5,3.95061728395062,4,5,5,4,4,5,5,5,0.500468852412951,0.760530087154951,0.352234894224752,0.438884592687352,0.067366444894232,0.44900427346428,0.464992390338219,0.437831053142263,0.86326205681192,0.482534825840647
"151",151,1,4,4,4,5,4,4,5,4,2,4,3,4,1,5,4,1,4,5,4,4,4,2,5,5,4,1,5,2,2,4,5,5,5,5,5,5,2,5,5,5,4,5,5,5,5,5,5,4,1,5,5,5,5,4,4,4,3,1,2,1,2,-0.081144991049488,-0.330109720327008,0.389526124173197,-0.296860720140646,-0.13160470251469,-0.231362203819634,0.706905254628954,0.214126141263941,0.984812709719502,-0.486964935331895
"152",152,2,4,3,2,3,2,4,5,4,4,2,2,2,1,2,3,2,4,1,2,5,5,5,5,5,5,5,4,5,4,4,4,4,5,5,4,4,3,4,3,4,4,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,4,5,-0.757281695197113,-0.783361819309109,-0.266225944287803,1.14349389092244,0.495305665048601,0.993001736082414,0.256211576525797,0.0398772084801867,0.507047513530215,1.23995113249702
"153",153,1,4,3,3,5,3,5,5,5,5,5,3.52536231884058,4,4,4,4,5,2,2.8974358974359,5,5,5,4,5,5,5,5,3,1,5,5,1,1,1,4.12692307692308,4,5,5,4,3,5,5,5,5,5,5,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,-0.221206666405598,0.14962487665644,0.201688095073194,0.629540010352008,-0.139682578492069,0.364013567603629,0.322375293106636,0.15750931369344,0.583996618749039,1.47971814783646
"154",154,2,4,4,4,5,4,4,3,3,4,3,5,5,5,4,4,2,2,3,3,2,4,2,4,4,3,2,4,3,3.43984962406015,3,5,4,5,3,3,5,2,5,3,3,3,3,4,3,3,2,3,4,3,5,4,4,5,5,5,5,4,4,4,3,4,-0.081144991049488,0.368067040043147,-0.118152895729915,-0.805890040658468,-0.288064173032287,-0.77804976315551,-0.369141551759461,-0.515662758550662,-0.496593111979437,0.553492251642651
"155",155,2,2,4,1,5,4,4,1,1,1,5,5,2,1,1,1,1,1,1,5,5,5,1,5,5,5,5,5,5,1,1,5,5,1,5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,5,1,5,5,5,5,5,5,5,5,5,1,5,-0.692723965412195,-0.37852609462767,-0.622365844249386,0.581427563168127,0.16322000935657,0.687422540109875,0.431686502590904,0.488599795902632,0.687955333595338,0.936016184081469
"156",156,2,5,5,5,1,4,5,3,1,1,4,1,2,1,2,1,1,2,1,1,1,5,5,5,5,5,5,5,5,5,5,1,1,1,3,5,5,1,1,2,5,1,2,2,1,1,5,1,1,1,2,1,5,2,1,1,2,1,1,1,1,1,0.362357378268641,-1.04756273146603,-0.869741341397387,1.09579608321892,0.424889146749697,0.829026304308781,-0.771699098207707,-1.45090182990734,-1.04576887588277,-1.92177047985125
"157",157,1,4,5,2,5,5,5,4,2,1,1,2,3,1,4,4,1,4,5,3,4,5,3,4,5,5,4,5,3,5,5,5,5,5,5,5,5,4,4,5,5,5,5,4,5,4,4,4,5,4,5,5,4,5,5,5,5,4,3,3,3,3,0.144029480593851,-0.995371312323255,0.338066025104722,0.30346216098617,0.20040125647253,0.387938224599723,0.153864159599757,0.575758351499791,0.375435770883344,0.231705627023437
"158",158,1,3,4,4,5,4,3,5,5,5,5,5,5,5,5,2,2,2,2,2,3,5,3,3,4,4,3,3,2,2,3,4,2,4,4,5,3,2,4,5,5,4,5,5,4,5,3,5,4,5,5,4,5,4,4,4,4,5,3,3,4,3,-0.340263031055868,1.22214449288245,-0.386957108295968,-0.619173300207455,-0.416332138183493,-0.702058344600766,0.31338771813333,-0.08807777838757,0.36226695746285,-0.143607982227145
"159",159,1,5,5,3,5,4,4,5,4,3,3,3,4,4,4,4,2,5,4,5,5,5,5,4,4,4,3,4,3,3,3,3,3,4,3,4,4,5,4,5,4,5,5,5,5,4,4,4,4,3,4,5,3,5,5,5,5,5,5,5,5,5,0.0442404381846399,-0.36524097708717,0.616811860163394,-0.401319312668466,-0.320681874993869,-0.476072974054862,-0.0441550274522954,0.381294076852043,0.120031459473719,1.47971814783646
"160",160,1,5,5,5,5,5,5,5,3,2,2,3,3,1,3,3,3,3,3,3,3,3,1,3,3,3,3,3,2,2,3,1,3,2,1,5,5,5,5,5,5,5,2,2,2,5,5,5,5,1,5,4,4,4,4,4,4,4,4,4,4,4,0.982071789246646,-0.710619437656371,0.0870601076931461,-1.221906002427,-0.688060429374744,-1.23516614240413,-0.21493336186993,0.165333436533202,-0.0308252810723066,0.0505108604766744
"161",161,1,2,4,3,5,5,4,5,3,3.25641025641026,4,4,4,2,2,4,5,4,2,2,4,4,2,2,4,4,4,2,2,1,2,3,2,2,4,4,4,4,3,2,2,2,4,4,2,1,1,2,2,4,3,2,1,4,4,4,4,4,3,4,3,4,-0.28351423665064,-0.187929401829209,0.138666304765968,-0.778516889952134,-0.545108781488846,-0.837540824847952,-0.695108581389079,-0.85201513709279,-0.817184063916088,-0.102926012494685
"162",162,2,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,1,3,3,3,5,3,3,5,5,3,3,5,3,5,5,5,5,3,5,5,5,2,3,3,4.27027027027027,4,5,5,3,4,3,5,3,3,4,4,4,3.95061728395062,5,5,5,4,3,5,5,5,0.367651945481161,1.21463523288882,-0.158242346753868,-0.34321462194475,-0.0488262301139091,-0.210354846942968,0.0544459640268264,-0.360831481272622,0.283570669392242,0.559035770509067
"163",163,2,5,5,4,5,3,4,4,3,2,1,1,2,1,5,1,4,4,3,4,5,3,4,4,3,4,3,4,1,1,1,1,1,1,5,3,4,5,5,5,5,3,4,3,5,5,4,3.8715953307393,2,5,5,5,5,5,5,4,5,5,3,5,5,5,0.131335325940528,-1.10613640662958,0.37535729179165,-0.993968356918694,-0.899387175879132,-1.12481376694933,-0.102547045837877,-0.0701810847068869,-0.023069414738589,0.771536549325221
"164",164,1,5,5,4,5,5,5,5,4,3.25641025641026,1,1,5,5,5,3.3978102189781,4,5,5,5,5,5,5,3,3,4.24719101123596,5,5,5,3,5,4,5,5,5,4.32818532818533,4,5,1,2,2,5,5,5,2,4.00387596899225,2,5,5,5,2,2,2,5,2,5,3,5,5,3,3,5,0.660159091029362,-0.305621377455548,1.10029709366021,-0.233666955254536,0.212387328626917,-0.133712871457522,-0.235657917103766,-0.0865569209402567,0.0638825507105152,-0.0910827121531516
