"","id","Sexo","AEO01","AEO02","AEO03","AEO04","AEO05","AEO06","ACSF01","ACSF02","ACSF03","ACSF04","ACSF05","ACSF06","ACSF07","ACSF08","ACSF09","ACSF10","ACSF11","ACSF12","ACSF13","ACP01","ACP02","ACP03","ACP04","ACP05","ACP06","ACP07","ACP08","ACP09","ACP10","ACP11","ACP12","ACP13","ACP14","PPC01","PPC02","PPC03","PPC04","PPC05","PPC06","PPC07","PPC08","PPC09","PPC10","PPC11","PPC12","PPC13","PPC14","PPC15","PPC16","PPC17","PPC18","PPC19","EEC01","EEC02","EEC03","EEC04","EEC05","EEC06","EEC07","EEC08","EEC09","AEO","MP","MF","ACSF","AG","DV","ACP","AUTEN","BALAN","CRESC","EEC","ACSF_MP","ACSF_MF","ACP_total","ACP_AG","ACP_DV","PPC_total","PPC_AUTEN","PPC_BALAN","PPC_CRESC","EEC_total"
"143",143,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,2,3,4,4,3,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,0.350953171486707,1.19813449634016,-0.135451787897522,0.680801731428196,-0.502551607756051,-0.238137508452296,-0.490557340676841,-0.253709572710926,-0.200794991097895,-0.211806649173678,-0.201048700824937,5,3,4,3.5,3.75,4,4,3.83333333333333,4,4
"144",144,1,3,3,3,3,3,3,4,4,3,3,4,4,3,4,3,3,3,3,3,4,4,3,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,-0.827670779630611,-0.207880569266838,0.0360701331116602,-0.144480009924505,-0.502551607756051,-0.238137508452296,-0.490557340676841,-0.253709572710926,-0.200794991097895,-0.211806649173678,-0.201048700824937,3.5,3,4,3.5,3.75,4,4,3.83333333333333,4,4
"145",145,1,3,3,3,3,3,3,4,4,3,3,4,4,3,4,3,3,3,3,3,4,4,3,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,-0.827670779630611,-0.207880569266838,0.0360701331116602,-0.144480009924505,-0.502551607756051,-0.238137508452296,-0.490557340676841,-0.253709572710926,-0.200794991097895,-0.211806649173678,-0.201048700824937,3.5,3,4,3.5,3.75,4,4,3.83333333333333,4,4
"146",146,1,2,3,2,3,4,5,5,3,5,4,1,2,5,5,1,5,4,5,5,5,5,4,3,2,3,5,4,2,1,5,1,1,1,5,5,5,4,5,5,5,5,5,5,5,5,2,2,3,3,2,4,5,4,5,5,4,5,4,4,4,3,-0.601547122714198,-0.272165879702604,0.986132049259316,-0.625225058581095,-0.723888978507818,-0.419656590056877,-0.796943491298843,0.339219428423693,0.209366355977324,0.340935514825849,0.227488906657579,5,5,3,5,2.25,3.71428571428571,4.57142857142857,4.33333333333333,4,3.5
"147",147,2,4,4,5,5,5,4,5,4,4,5,5,4,5,5,2,3,4,2,3,5,5,5,4,4,3,4,5,4,3,4,5,5,5,5,4,5,4,5,5,4,5,4,5,5,4,2,4,5,4,4,5,5,5,5,5,5,5,3,4,5,5,0.251470607307845,0.554971746719725,0.00542224073293075,0.348432566595429,-0.199799133843068,0.0618670850441218,-0.127350629284458,0.270484478598984,0.54983312974383,0.179131772060227,0.933359798489095,4.5,3,5,4.5,4.5,4.66666666666667,4.57142857142857,4.83333333333333,4.33333333333333,5
"148",148,2,3,4,2,1,4,4,5,5,5,5,5,5,1,5,1,1,1,1,1,5,5,1,1,5,5,1,1,1,1,1,5,1,5,4,2,2,5,3,5,5,5,4,4,4,3,3,2,4,2,5,5,5,2,3,4,4,5,5,1,1,1,-0.724124346910705,0.8199112277185,-1.23881287399551,1.16382087056705,-0.476140376738339,-0.44258869055566,-0.64300163675161,-0.204691503688112,0.215740493450483,-0.5246217856128,-0.813702421374029,5,1,3,3,3,4.5,4,4.66666666666667,2.75,1.5
"149",149,1,4,4,2,5,4,4,4,5,2,4,4,4,4,5,2,3,3,3,4,4,3,3,4,4,2,3,2,4,5,5,5,5,5,5,4,3,4,4,5,4,4,3,3,4,3,2,3,4,2,4,5,5,4,4,5,4,4,3,4,3,4,-0.354772124125421,-0.0332694481617169,0.110003141847171,-0.0777599004116738,-0.70278160202195,0.0192248376432957,-0.567622968715626,-0.322404187292559,-0.0494530228107104,-0.610193202205069,-0.0466736775016293,3.5,3.5,4,3,4.75,4.5,4.14285714285714,4.33333333333333,3,4
"150",150,1,3,3,3,4,4,4,3,4,4,2,3,3,3,4,4,3,4,3,3,3,4,5,4,4,3,3,2,3,4,3,2,2,3,4,3,3,2,2,3,3,4,4,3,3,2,3,2,3,5,3,4,4,4,3,3,4,3,2,3,2,2,-0.547465714626515,-0.437595276251765,0.173361882176375,-0.336559222466393,-0.56674882442792,-0.373218535274676,-0.636002420899864,-0.68148547584987,-0.516423214129764,-0.762152132771736,-0.818349961205215,4,3,3,3.5,2.75,3.5,3.14285714285714,3.16666666666667,3,3
"151",151,2,4,5,5,5,5,5,4,4,4,4,5,5,3,5,4,4,4,4,4,5,5,5,5,5,5,5,4,4,4,4,5,5,5,1,4,5,4,4,5,4,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,0.728967472078271,0.489798845432251,0.472676023723402,0.092425090983721,1.08328449310879,0.430186947866024,1.07728145010373,0.277553682512831,0.527131248404549,0.789060432009585,1.4835373091644,4.5,4,5,5,4.5,3.33333333333333,4,4.66666666666667,5,5
"152",152,2,4,5,5,5,4,4,4,5,5,5,5,4,4,4,3,3,5,3,1,5,5,5,5,5,5,4,3,3,3,3,5,4,4,5,3,3,3,5,1,5,5,4,5,1,5,1,5,1,1,5,3,5,5,5,5,5,4,5,5,5,5,0.295253796496713,0.482895544442475,0.15456159161787,0.300596356249126,0.727763210908501,0.128540044766162,0.606413267426213,0.134339314435644,-0.50044540335881,-0.0274341690429761,1.26102331843272,4.5,2,4.5,4.5,3.75,3.33333333333333,4.71428571428571,2.33333333333333,4,5
"153",153,1,5,4,5,5,4,5,5,1,1,5,5,5,1,5,5,5,5,1,1,1,5,5,5,5,5,5,1,5,1,1,5,1,5,4,5,3,2,5,5,4,1,5,5,5,4,5,2,5,1,1,5,5,3,3,4,3,5,2,3,1,3,0.552039253290985,0.311437505454668,0.0464786721961066,0.208496638490347,1.08795880028608,0.436682313793438,0.722291427557095,0.0140372647759732,-0.118827457958597,-0.0649078585670389,-0.828090260948788,3,3,3,5,4,3.42857142857143,4.14285714285714,3.83333333333333,3.4,3
"154",154,2,4,3,3,1,4,4,5,4,3,3,3,3,1,3,3,4,4,3,2,4,5,3,4,5,4,3,1,3,4,5,3,3,1,5,4,3,3,5,5,4,4,4,4,3,3,3,2,3,2,2,3,2,4,4,4,2,4,1,1,2,1,-0.617704980575044,-0.593208987720836,0.197961794552636,-0.44972790540785,-0.0638716490843912,-0.100517620373181,-0.0844308563460015,-0.393326675197893,-0.376827423000576,-0.583070360977065,-0.956593982514929,3,3,4,4,3,3.5,3.71428571428571,3.5,3,2.5
"155",155,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,3,4,5,5,3,3,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,2,3,5,5,5,5,5,5,5,5,5,5,5,1.00926747909532,1.15295462519703,1.31297498214145,0.0684305351268091,0.187266570436583,0.117617461569515,0.161280513199404,0.668764368512822,0.706121649379724,1.03828621795579,1.4835373091644,5,5,4,5,4,4.25,4.71428571428571,4.66666666666667,5,5
"156",156,1,2,2,3,4,4,4,5,5,5,5,5,5,5,5,1,1,1,1,1,5,5,1,5,5,1,1,5,1,5,5,5,5,5,2,4,4,2,3,3,3,4,3,4,2,4,3,3,2,2,4,2,3,2,2,2,2,1,2,2,2,1,-0.681720889829814,1.23406758525456,-1.25228741351879,1.46198855175864,-0.436850762478187,-0.184021431425137,-0.369288736538669,-0.553153688660722,-0.684347139858521,-0.593231209689953,-1.49598611115737,5,1,5,3,4,3,3.28571428571429,2.5,3.5,1.5
"157",157,1,5,5,5,4,4,4,5,1,1,1,1,5,5,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,4,4,4,5,5,4,4,4,4,4,4,5,3,3,5,5,5,3,5,5,5,5,0.319274291744657,-0.463065034852192,0.323674659657936,-0.374593651756705,1.37987806425066,0.81400179156019,1.49303352563481,-0.0890646505539281,0.104246273481923,-0.0789742328160647,0.572286788068735,3,1,5,5,5,3.66666666666667,4,4.5,4,4
"158",158,1,4,5,3,3,2,3,3,5,4,5,5,5,3,4,2,2,3,1,1,3,5,2,5,5,5,5,5,3,2,3,4,5,4,5,4,2,5,5,5,5,3,3,2,4,3,4,3,2,3,4,3,3,2,2,2,1,4,2,2,3,3,-0.562587619883261,0.565557235820195,-0.570817527732712,0.662806706059484,0.537867599503428,-0.00258356972699141,0.534232575673791,-0.46217084596788,-0.40053399960802,-0.731449397838514,-1.33321091703546,4,1.5,5,5,3.5,3.5,4,3.66666666666667,2.66666666666667,2.5
"159",159,1,5,5,5,5,1,5,5,5,5,1,1,5,1,5,5,1,5,1,1,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,1,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.47681519330592,-0.315231110009481,-0.39605755918595,0.0120387291979313,0.948922168820022,0.236603713564269,0.93520663720569,0.471793726594078,0.54801171086181,0.899203118093292,1.4835373091644,5,1,5,5,4,5,4.42857142857143,4.33333333333333,5,5
"160",160,2,4,5,4,5,5,4,1,2,2,2,1,2,1,4,5,5,5,5,5,3,5,3,5,3,5,4,4,4,5,4,4,3,3,4,5,3,3,4,2,5,5,4,5,3,5,4,4,5,3,3,2,3,5,4,4,5,4,2,5,4,2,0.216127195652684,-1.03182234194747,1.38011810741147,-1.31215922502304,-0.0978735391749826,-0.0453702402540828,-0.144554089134714,-0.0311583584854494,-0.126734794452815,-0.0648030653494114,0.0785634174470431,3,5,4,4.5,3.75,4,4.14285714285714,3.33333333333333,4,3.5
"161",161,1,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,1,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,4,5,4,4,4,5,5,5,5,1.00926747909532,0.51668999064746,-0.298984014230379,0.640060903783628,1.37987806425066,0.81400179156019,1.49303352563481,1.03047672941388,1.06127939821056,1.32573124288231,0.450011427141243,5,1,5,5,5,5,5,5,5,4.5
"162",162,2,4,5,2,5,4,4,5,5,1,1,5,5,5,5,4,4,2,2,2,2,4,2,2,5,5,1,2,1,1,2,5,4,4,2,5,3,5,5,5,4,4,5,2,3,4,1,3,4,2,3,3,2,3,3,4,4,4,3,4,3,4,-0.197719568305868,0.0989151059909128,-0.208651861856637,0.206574268933496,-0.494412220476072,-0.429155447648843,-0.511157621782334,-0.490865783118364,-0.199132823590313,-0.348320364347441,-0.48353932443302,3,3,4,2.5,3,2.8,3.28571428571429,4,3.75,3.5
"163",163,1,4,4,4,5,4,5,5,3,3,3,4,3,3,4,3,2,3,2,2,4,5,4,5,5,3,3,5,1,1,2,5,3,5,5,5,5,5,4,4,5,5,2,5,2,5,1,4,5,2,5,5,2,4,5,5,4,5,5,5,5,5,0.143061617291494,-0.323591057566541,-0.251412245654773,-0.0831990278375265,-0.0511800633312018,-0.256694175372623,-0.177225153414012,0.167875957004157,0.291694370340957,-0.0878518100611702,0.71879579448082,3.5,2,4,4,3.25,3.8,4.42857142857143,4.33333333333333,4,4.5
"164",164,2,5,3,5,5,4,3,5,5,1,5,5,2,1,5,5,1,1,1,1,5,5,5,5,5,5,1,1,1,5,5,1,1,5,5,5,4,5,3,5,5,5,5,5,4,5,3,5,5,1,2,5,5,5,4,4,4,5,3,5,5,5,-0.0426241157225094,-0.170841110252738,-1.20730600873164,0.410900283775012,0.327649040031107,-0.117438152338772,0.0699284718036581,0.337986965105248,0.622323658439416,0.568278878793595,0.380822463477379,3,1,3,3,3,3.8,4.28571428571429,4.83333333333333,4.66666666666667,5
"165",165,1,5,3,5,5,5,5,5,5,1,1,1,5,1,5,1,5,1,5,1,1,5,5,5,1,5,1,5,1,5,1,5,5,5,5,1,2,3,4,5,4,3,2,1,2,3,4,5,4,2,1,1,1,4,1,5,3,2,3,4,2,2,0.541928741870692,-0.71357684121331,0.160068658688518,-0.47854066733656,-0.523924944153078,-0.457224988402551,-0.547019428055087,-1.02831730116262,-0.694692007322101,-0.947458731049655,-0.766525864971061,3,3,5,3,3,3.33333333333333,2.42857142857143,3,3.2,3
"166",166,1,4,4,4,5,5,4,5,5,5,1,1,5,1,5,5,1,1,1,1,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,4,3,4,5,4,5,5,5,3,3,3,4,5,4,2,1,2,0.0459437724957602,-0.301903850757916,-1.20319712877541,0.304738100346829,0.948922168820022,0.236603713564269,0.93520663720569,0.612215935706152,0.77298291447455,0.250716273760083,-0.788692792305599,5,1,5,5,4,5,5,5,4,2.5
"167",167,2,2,4,1,5,4,4,1,1,1,5,5,2,1,1,1,1,1,1,5,5,5,1,5,5,5,5,5,5,1,1,5,5,1,5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,5,1,5,5,5,5,5,5,5,5,5,1,5,-0.69471481940666,-0.409030108470316,-0.628496359866444,-0.079324852955625,0.57252251765889,0.179364794464193,0.682562821288565,0.431576857374254,0.468247996290555,0.687874706377049,0.963979415892101,1,3,5,5,3,3.33333333333333,4.42857142857143,4.33333333333333,5,5
"168",168,1,3,4,4,5,4,3,5,5,5,5,5,5,5,5,2,2,2,2,2,3,5,3,3,4,4,3,3,2,2,3,4,2,4,4,5,3,2,4,5,5,4,5,5,4,5,3,5,4,5,5,4,5,4,4,4,4,5,3,3,4,3,-0.358910244051521,1.20617657748708,-0.38737284474305,0.83394065766265,-0.503588990140187,-0.370074159115892,-0.589909827305024,0.339960816317961,-0.00161587838905809,0.383192547727639,-0.219963241530794,5,2,3.5,4,3.25,4.5,4.71428571428571,3.83333333333333,4.33333333333333,3.5
"169",169,2,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,1,3,3,3,5,3,3,5,5,3,3,5,3,5,5,5,5,3,5,5,5,2,3,3,4,4,5,5,3,4,3,5,3,3,4,4,4,4,5,5,5,4,3,5,5,5,0.390271010780154,1.1999296009884,-0.1918731073792,0.753920996329288,-0.29409128564496,-0.024090919947909,-0.16118555970377,0.0716477899198948,-0.280677022235462,0.339148117824704,0.681785962141994,5,2,4,3,4,4,4.28571428571429,3.16666666666667,4.75,4.5
"170",170,1,5,4,4,5,4,5,5,5,4,4,5,5,3,5,4,1,3,4,2,5,5,4,4,4,3,4,4,4,3,4,3,4,3,1,5,5,5,3,1,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,4,5,5,5,0.314927718073309,0.499233082120152,-0.0685213384748648,0.404320512416339,-0.330823998254247,-0.141780134221606,-0.318377996217122,0.420734563045334,0.530458215591005,0.867944642859687,1.22635488560055,4.5,1.5,4.5,4.5,3.5,3.33333333333333,4.14285714285714,4.33333333333333,5,5
"171",171,2,5,4,5,5,3,4,3,3,4,4,4,4,1,4,4,2,3,2,2,3,3,4,4,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,5,4,4,3,5,4,4,5,4,5,4,4,5,3,5,4,4,4,0.181859340562081,-0.130529094353787,-0.254388438528515,0.016781686126908,-0.836477158057965,-0.233214592344348,-0.786610316274878,-0.241353317377975,0.0958151193861441,-0.356510340888408,0.295411598512801,4,2,3.5,3,4,4.33333333333333,4,4.5,3.5,4.5
"172",172,1,4,5,4,5,5,4,5,4,4,1,4,4,1,5,1,5,5,1,1,5,1,1,5,5,5,1,5,5,5,1,5,5,1,4,2,2,5,4,2,5,5,3,5,5,5,1,2,4,4,4,4,2,4,3,3,3,3,2,2,3,3,0.216127195652684,-0.304015034465818,0.0576214583869636,-0.178684927055944,-0.346872927532046,-0.0961105503205438,-0.207942454220647,-0.251867879820052,0.0132672708368604,-0.585749332822394,-0.878106303124646,4.5,3,3,1,3,3.25,3.71428571428571,4.16666666666667,3.16666666666667,3.5
"173",173,2,5,4,4,5,4,4,1,1,5,1,5,5,5,1,5,5,5,1,1,5,5,5,5,5,5,5,1,5,5,5,5,5,5,4,5,5,5,2,5,5,5,4,5,4,4,4,3,4,2,5,5,1,5,4,5,5,4,2,2,1,2,0.0772683956431071,0.233698907789042,0.0478877997890479,0.194999333032733,1.37987806425066,0.81400179156019,1.49303352563481,0.0287324589136785,0.324295047491793,0.0308090033490633,-0.112552898837393,3,3,5,5,5,3.16666666666667,3.85714285714286,4.66666666666667,4,3.5
"174",174,1,5,3,4,5,5,3,5,5,1,1,1,5,1,5,5,1,5,1,5,1,5,5,1,5,5,1,5,5,1,1,5,5,5,2,3,5,5,5,5,5,5,5,5,5,3,4,4,5,5,4,5,5,1,5,3,2,4,5,5,4,5,-0.114795209309306,-0.710992330051818,0.0144855877127029,-0.552742843859141,-0.0624089240462276,0.0860175896872065,0.00767708102846397,0.237655690916679,0.670470230954707,0.354450302978545,-0.367390096567269,3,3,5,3,4,3.83333333333333,4.14285714285714,5,4.25,3
"175",175,2,4,4,4,5,4,4,3,3,4,3,5,5,5,4,4,2,2,3,3,2,4,2,4,4,3,2,4,3,3,3,5,4,5,3,3,5,2,5,3,3,3,3,4,3,3,2,3,4,3,5,4,4,5,5,5,5,4,4,4,3,4,-0.0803764189847143,0.402273868594834,-0.176486192537364,0.349758154737793,-0.71896290360956,-0.24332793982704,-0.704319776776144,-0.334513437257587,-0.445019056883425,-0.476850078584307,0.574253555886147,4,2.5,4,3,4,4,3.85714285714286,3.16666666666667,3.66666666666667,4.5
"176",176,1,4,3,4,5,5,5,5,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,1,1,5,5,5,5,5,1,3,3,4,2,3,5,3,4,4,4,3,1,2,3,1,3,4,1,4,3,3,4,4,4,4,3,4,0.139139799485633,0.234343811802584,0.310634870768866,0.135355341973993,0.948922168820022,0.236603713564269,0.93520663720569,-0.674165503179242,-0.482838649110539,-0.767705566900544,-0.415518949351123,5,1,5,5,4,2,2.71428571428571,3.5,3,4
"177",177,1,4,5,2,5,4,2,5,1,1,5,5,5,5,5,5,1,1,1,1,5,5,5,5,5,5,1,5,1,1,5,5,1,5,5,5,5,4,3,5,5,5,4,5,4,5,2,5,3,2,3,2,4,5,5,5,5,5,4,5,5,5,-0.475344786082311,0.619770470271498,-1.23242046318031,1.00913017455599,0.421842280415936,0.0766262770886182,0.195521932622902,0.113134565891008,-0.0317061186259851,0.27039811914252,1.22635488560055,3,1,3,3,4,3.8,4.28571428571429,3.83333333333333,4.66666666666667,5
"178",178,2,5,5,5,5,5,5,5,3,2,3,2,4,2,4,4,2,4,3,3,4,5,4,5,5,4,5,5,5,4,3,5,5,5,4,3,4,4,4,3,4,3,3,3,5,4,4,3,4,4,5,5,5,5,5,4,5,4,4,4,5,5,1.00926747909532,-0.480832941505214,0.0920520467260644,-0.353431068833504,0.546564314202261,0.347902552231318,0.613024001730899,-0.336329617416308,-0.182287716111561,-0.423891393420007,0.679293738420123,3,2.5,5,5,4.5,4.5,4,4,3.5,5
"179",179,1,4,4,2,2,4,4,3,5,5,5,5,5,2,5,2,1,4,2,2,4,4,3,5,4,4,2,3,2,4,5,5,3,5,5,5,3,4,3,5,5,5,2,5,3,2,3,2,4,1,5,3,4,3,4,4,3,5,2,2,5,4,-0.577850983059834,0.875664264237394,-0.259112182930858,0.65137889202005,-0.367208137776637,-0.0688122766930842,-0.394161003563277,0.0036973870227785,-0.0539142084304909,-0.683912991419311,-0.466174933499761,5,1.5,3.5,3,4.25,4.5,4.57142857142857,4,2.33333333333333,3.5
"180",180,1,5,4,4,5,4,5,5,5,3,4,5,5,4,4,4,1,1,3,3,5,5,4,4,5,4,5,5,3,1,4,5,5,5,1,5,5,2,5,4,5,5,5,5,1,5,2,5,4,1,5,5,5,4,5,4,3,3,3,5,5,5,0.314927718073309,0.347072175461147,-0.454432364868215,0.44537278590867,0.220314712013008,0.0839054987191492,0.268676540223401,0.419540831152874,0.0649163957166829,0.660888461070746,0.0455229064571441,3.5,2,5,5,4.25,3,4.42857142857143,3.5,5,4.5
"181",181,2,4,5,5,3,5,4,1,1,1,5,5,5,5,5,5,1,5,1,1,5,5,5,5,5,5,5,5,1,1,5,1,1,1,5,5,5,3,4,5,5,5,5,2,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,0.202035784511203,0.602887596687211,-0.414062560820553,0.644521097291409,0.742706184965504,-0.089728517568687,0.453625740095718,0.072424545266334,0.386429156943837,0.495463895053511,1.25524683769924,3,1,3,5,2,5,4.42857142857143,4.5,5,5
"182",182,1,2,4,2,5,4,4,5,4,4,4,4,4,3,5,3,4,2,3,1,4,5,2,4,5,5,4,3,4,1,1,5,3,5,5,5,5,5,4,5,5,5,5,5,5,3,5,5,3,5,5,5,2,3,3,5,5,2,3,2,2,5,-0.524074346043156,0.0595226491555037,-0.1678381223047,0.162254265948814,0.233525815593154,0.0517727922421023,0.12760440412277,0.349810866499902,0.431541076076544,0.552019690967551,-0.291603195636708,4.5,2.5,4,4.5,3.75,3.71428571428571,4.42857142857143,4.66666666666667,4.4,4
"183",183,2,4,4,3,5,4,2,4,3,4,5,5,5,4,3,3,3,2,3,2,4,3,3,4,4,5,3,3,3,4,5,3,5,4,3,4,4,4,3,2,5,5,5,5,5,5,4,4,5,4,4,3,4,4,5,5,4,4,5,3,4,4,-0.505832025396798,0.544117587215194,-0.162796803880268,0.407060919185468,-0.421105100715638,-0.151786227153359,-0.323725882635505,0.0192126629205581,0.122914204865274,0.270693100353127,0.25977853179289,3.5,2.5,4,3,3.75,4,4,4,4.5,4
"184",184,1,5,4,4,5,4,5,5,4,4,4,4,5,3,5,4,3,3,4,4,5,5,4,4,3,5,3,4,2,3,3,3,3,3,4,5,5,3,5,4,5,3,5,4,3,5,1,5,2,3,5,3,3,3,5,5,4,5,3,3,3,4,0.314927718073309,0.261356561080775,0.266297654882189,0.0434094350574085,-0.390892999881984,-0.387433376946075,-0.472944626442309,0.031321536768212,-0.420619000786839,0.366560421095812,-0.0233134963991149,4.5,3.5,4,4,2.75,3.5,4.42857142857143,3,5,3.5
"185",185,1,5,5,4,5,4,4,5,5,1,1,1,5,1,5,5,1,1,5,5,1,1,5,5,5,5,5,5,5,5,5,1,5,5,5,5,3,2,2,5,5,4,4,5,1,4,4,5,5,4,5,4,2,5,5,4,4,5,4,5,1,1,0.251663201491792,-0.712715700237769,0.111358160284272,-0.556081571736794,0.323958347855285,0.287295351651619,0.442531278886177,0.0265031986857118,-0.142213265220405,-0.0462266114347902,0.0522579208156254,3,3,3,3,4,3.8,4.14285714285714,3.5,4,3
"186",186,1,3,3,3,4,4,5,5,5,5,5,5,5,5,5,5,1,3,4,1,5,2,1,5,5,4,4,5,4,5,5,5,5,5,5,5,5,4,5,4,4,4,5,5,4,4,4,4,4,1,5,5,5,4,5,4,4,4,4,4,4,4,-0.352991305091725,1.19972639747416,-0.185565214152277,0.864579459254026,-0.156241472193126,0.180353768283306,-0.0217683981945569,0.453712465816774,0.135168143944801,0.47632476800789,0.0938588116122537,5,1,3.5,3,4.75,4.66666666666667,4.85714285714286,4.16666666666667,4.66666666666667,4
"187",187,1,3,5,4,5,5,4,5,5,5,5,5,5,1,5,1,5,5,1,1,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,2,3,5,5,5,5,5,1,5,1,5,5,1,5,1,5,5,5,5,5,4,4,5,1,4,0.100401328387056,0.789615456396581,0.0378131464613123,0.503556795676762,0.948922168820022,0.236603713564269,0.93520663720569,0.401515525188767,-0.0313812218139848,0.600723593456675,0.558697967013191,5,3,5,5,4,5,4.71428571428571,3.16666666666667,5,4.5
"188",188,2,5,5,5,4,5,5,5,5,4,5,5,5,3,5,3,3,3,3,3,5,5,5,5,5,4,5,5,4,4,3,5,4,4,5,4,4,4,5,4,4,5,5,5,3,5,5,5,4,4,4,5,5,4,4,3,3,4,3,3,2,3,0.75508805524764,0.705636695750763,0.0213563943093759,0.41033993632069,0.564262412429374,0.179216272029508,0.505690617038421,0.317553738957981,0.231563885346085,0.596357550151348,-0.672019281950633,4.5,3,4.5,5,4,4.5,4.57142857142857,4.16666666666667,4.66666666666667,3.5
"189",189,2,2,4,4,4,4,4,5,5,4,1,3,4,4,4,4,3,4,1,3,4,5,3,5,5,3,1,3,4,3,3,1,3,5,5,5,5,5,5,5,5,5,3,5,4,5,1,5,5,1,5,2,3,5,4,5,5,5,4,5,5,4,-0.37301697169697,-0.370155052260563,-0.125783544515402,-0.18290795499764,-0.189006229557313,-0.147456594021688,-0.282012450185506,0.34577403613815,0.300864584428084,0.206292174292704,0.715538495836992,4,3,4,3,3.25,4.25,4.71428571428571,4.33333333333333,4.33333333333333,4.5
"190",190,2,5,4,4,5,4,5,4,4,1,1,1,4,1,4,5,4,5,4,5,4,5,4,4,5,5,4,4,1,3,5,4,4,4,3,4,4,1,3,4,4,5,4,3,4,3,2,3,5,3,4,3,4,5,4,4,4,1,1,1,3,3,0.314927718073309,-1.0423411871878,0.818284901138389,-1.11636490632075,0.276454871998895,-0.0913184178199558,0.223722920375443,-0.478007572958695,-0.186726019343068,-0.476245803354403,-0.506651844832092,2.5,4.5,4.5,4.5,3.5,4,3.57142857142857,3.66666666666667,3.66666666666667,4
"191",191,1,1,4,4,4,1,1,5,5,5,5,5,5,1,5,1,1,1,1,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,1,5,5,4,5,5,5,3,3,4,3,5,2,2,4,3,-1.10334875567574,0.8199112277185,-1.23881287399551,1.16382087056705,0.831965110154682,0.631622283031241,0.981530271419697,0.752482282087639,0.908190720438527,0.927785601127335,-0.714809796195621,5,1,5,5,5,5,4.85714285714286,5,5,3
"192",192,1,4,3,3,5,4,5,5,5,5,5,5,5,1,5,3,4,4,5,5,5,5,4,4,5,4,4,5,4,3,4,2,4,5,5,5,4,4,4,5,5,3,4,5,5,4,3,4,5,4,5,5,4,5,5,5,4,4,5,5,4,4,-0.145768550686876,0.771787322763605,0.803894852720077,0.0375538331677598,0.1148485117562,0.0279094324250229,0.074193635365171,0.273296383867368,0.204529247975872,0.0485117069755888,0.615201108495867,5,4.5,4.5,4.5,3.75,4.66666666666667,4.71428571428571,4.5,4,4.5
"193",193,2,4,5,5,4,4,5,5,4,3,2,4,4,4,5,2,2,2,3,2,5,5,5,5,5,4,4,3,4,3,5,5,5,4,5,5,5,3,5,4,5,5,4,5,2,3,3,4,3,3,4,4,4,3,5,3,4,5,4,4,4,4,0.391215039122994,-0.135819718928995,-0.230790147827938,0.0517755214176694,0.529639997044306,0.338209043147153,0.638125580725868,0.208061713184502,-0.121457609649013,0.018503378497164,-0.131722499774973,4,2,5,4.5,4.5,4,4.71428571428571,3.5,4,3.5
"194",194,1,2,2,2,3,3,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,5,5,5,5,1,1,5,5,5,5,3,4,2,4,4,5,5,2,4,1,1,5,1,1,1,1,-1.07656178658542,-1.59328099950518,-1.16331147405464,-0.454913763277777,-2.42282011578295,-1.33612646060461,-2.5200000281476,0.0493626863914099,-0.173802564320267,0.346746787969496,-1.54171852155142,1,1,1,1,1,3.83333333333333,4,3.83333333333333,4.75,1.5
